unique_key,source,Name,Provider,StreetAddress,City,ZipCode,State,Country,Whitespace,Area,YearBuilt,Power,Scale,Certifications,URL,Power_Standardized,Area_Standardized
Illinois_Chicago_https://www.datacentermap.com/usa/illinois/chicago/new-continuum/,datacentermap,SBA Edge Chicago,SBA Edge,603 Discovery Drive,West Chicago,60185,Illinois,USA,"80,000 sq.f.","40,000 sq.f.",,10 MW,,"DSS PCI Compliant, ISO27001 Certified, HIPAA",https://www.datacentermap.com/usa/illinois/chicago/new-continuum/,10.0,80000.0
Illinois_Chicago_https://www.datacentermap.com/usa/illinois/chicago/colocation-america-350-e/,datacentermap,Colocation America CHIDC1,Colocation America,350 E. Cermak Rd,Chicago,60616,Illinois,USA,"58,852 sq.f.","58,852 sq.f.",,2.4 kW,,"Tier 3, DSS PCI Certified, SAS70 Type 2 Certified, HIPAA, SOC 1 Type II Certified, SSAE 16 Type 2 Certified",https://www.datacentermap.com/usa/illinois/chicago/colocation-america-350-e/,0.0024,58852.0
Illinois_Chicago_https://www.datacentermap.com/usa/illinois/chicago/sungard-341-haynes-dr/,datacentermap,,,,,,,,,,,,,,https://www.datacentermap.com/usa/illinois/chicago/sungard-341-haynes-dr/,,
Illinois_Chicago_https://www.datacentermap.com/usa/illinois/chicago/427-lasalle/,datacentermap,CoreSite Chicago (CH1),CoreSite,427 South LaSalle,Chicago,,Illinois,USA,"178,000 sq.f.",,,,,"DSS PCI Compliant, ISO27001 Certified, HIPAA, SOC 1 Type II Certified, SOC 2 Type II Certified",https://www.datacentermap.com/usa/illinois/chicago/427-lasalle/,,178000.0
Illinois_Chicago_https://www.datacentermap.com/usa/illinois/chicago/tierpoint-chicago-west/,datacentermap,,,,,,,,,,,,,,https://www.datacentermap.com/usa/illinois/chicago/tierpoint-chicago-west/,,
Illinois_Chicago_https://www.datacentermap.com/usa/illinois/chicago/cyrusone-chi1/,datacentermap,CyrusOne CHI1 - Aurora,CyrusOne Data Centers,2905 Diehl Rd.,Lombard,60148,Illinois,USA,,,,48.78 MW,,"DSS PCI Certified, ISO27001 Certified, HIPAA, FISMA Certified, SOC 1 Type II Certified, SOC 2 Type I Certified, SSAE 18 Audited",https://www.datacentermap.com/usa/illinois/chicago/cyrusone-chi1/,48.78,
Illinois_Chicago_https://www.datacentermap.com/usa/illinois/chicago/us-signal-oak-brook/,datacentermap,US Signal Oak Brook,"US Signal Company, LLC",810 Jorie Blvd,Oak Brook,60523,Illinois,USA,"13,056 sq.f.","7,500 sq.f.",1962,0.25 MW,,"DSS, PCI Compliant, HIPAA, SOC 1 Type II Certified, SOC 2 Type I Certified, SSAE 18 Audited, HITECH",https://www.datacentermap.com/usa/illinois/chicago/us-signal-oak-brook/,0.25,13056.0
Illinois_Chicago_https://www.datacentermap.com/usa/illinois/chicago/serverfarm-ch1/,datacentermap,Serverfarm CH1,Serverfarm,840 S. Canal Street,Chicago,60607,Illinois,USA,"130,000 sq.f.","443,000 sq.f.",,20 MW,,"DSS PCI Compliant, ISO27001 Certified, HIPAA, SOC 2 Type II Certified",https://www.datacentermap.com/usa/illinois/chicago/serverfarm-ch1/,20.0,443000.0
Illinois_Chicago_https://www.datacentermap.com/usa/illinois/chicago/725-wells/,datacentermap,725 S. Wells,1547 Critical Systems Realty,725 S Wells,Chicago,60607,Illinois,USA,"66,000 sq. ft.","42,000 sq.f.",,5 MW,,,https://www.datacentermap.com/usa/illinois/chicago/725-wells/,5.0,66000.0
Illinois_Chicago_https://www.datacentermap.com/usa/illinois/chicago/colocation-america-1808-swift-dr/,datacentermap,Colocation America CHIDC4,Colocation America,1808 Swift Dr.,Chicago,60523,Illinois,USA,"160,000 sq.f.",,,,,"Tier 3 Tier Certification, DSS PCI Certified, SAS70 Type 2 Certified, HIPAA Security",https://www.datacentermap.com/usa/illinois/chicago/colocation-america-1808-swift-dr/,,160000.0
Illinois_Chicago_https://www.datacentermap.com/usa/illinois/chicago/zcolo-600-s-federal/,datacentermap,DataBank ORD1 - Downtown Chicago,DataBank,600 S Federal St,Chicago,,Illinois,USA,"10,130 sq.f.",,2020,1 MW,,DSS PCI Compliant ISO27001 Certified HIPAA SSAE 18 Audited,https://www.datacentermap.com/usa/illinois/chicago/zcolo-600-s-federal/,1.0,10130.0
Illinois_Chicago_https://www.datacentermap.com/usa/illinois/chicago/latisys-chicago/,datacentermap,,,,,,,,,,,,,,https://www.datacentermap.com/usa/illinois/chicago/latisys-chicago/,,
Illinois_Chicago_https://www.datacentermap.com/usa/illinois/chicago/zcolo-800e-business/,datacentermap,,,,,,,,,,,,,,https://www.datacentermap.com/usa/illinois/chicago/zcolo-800e-business/,,
